breaker_id,source_ob_id,source_ob_direction,flipped_direction,zone_high,zone_low,ob_creation_time,break_candle_time,break_candle_index,break_close_price,frozen_atr,displacement_atr,separation_confirm_time,separation_confirm_index,retest_time,retest_index,expired,valid_retest,bars_ob_creation_to_break,bars_break_to_separation,bars_break_to_retest,session,year,segment_id
456,1158,bullish,bearish,1274.090500,1273.104000,2018-06-20 13:00:00,2018-06-20 17:30:00,58267,1272.463000,1.096179,2.277914,2018-06-20 17:45:00,58268,,,True,False,18,1,,off_session,2018,637
457,1160,bearish,bullish,1264.800000,1263.460000,2018-06-21 12:15:00,2018-06-21 13:00:00,58341,1265.990000,1.183286,2.809972,2018-06-21 13:15:00,58342,,,True,False,3,1,,ny_overlap,2018,638
458,1163,bearish,bullish,1269.006500,1267.970000,2018-06-22 13:15:00,2018-06-22 14:15:00,58438,1269.836500,0.878821,2.283171,2018-06-22 15:00:00,58441,2018-06-22 16:00:00,58445,False,True,4,3,7,ny_overlap,2018,639
459,1166,bullish,bearish,1257.595500,1256.560000,2018-06-27 12:00:00,2018-06-27 12:45:00,58708,1255.665000,1.330464,2.704695,2018-06-27 13:00:00,58709,2018-06-27 13:15:00,58710,False,True,3,1,2,ny_overlap,2018,642
460,1169,bearish,bullish,1252.633500,1252.425000,2018-06-28 05:15:00,2018-06-28 06:15:00,58774,1253.150000,0.639357,2.020780,,,,,True,False,4,,,asian,2018,643
461,1170,bullish,bearish,1252.120500,1250.660000,2018-06-28 13:00:00,2018-06-28 15:15:00,58810,1249.919500,1.152607,3.214452,2018-06-28 16:00:00,58813,2018-06-28 16:15:00,58814,False,True,9,3,4,ny_overlap,2018,643
462,1172,bullish,bearish,1251.636500,1250.398000,2018-06-29 13:15:00,2018-06-29 13:45:00,58896,1249.724000,1.038143,2.434154,,,,,True,False,2,,,ny_overlap,2018,644
463,1173,bearish,bullish,1252.320500,1251.110000,2018-06-29 13:45:00,2018-06-29 16:15:00,58906,1253.115000,1.132464,3.294585,2018-06-29 16:30:00,58907,2018-06-29 19:00:00,58917,False,True,10,1,11,ny_overlap,2018,644
464,1177,bearish,bullish,1239.955000,1239.593000,2018-07-03 05:30:00,2018-07-03 06:15:00,59050,1240.423000,0.912786,2.103999,2018-07-03 06:30:00,59051,,,True,False,3,1,,asian,2018,646
465,1178,bullish,bearish,1259.979500,1259.080000,2018-07-04 07:00:00,2018-07-04 08:00:00,59149,1258.073500,1.027143,2.031363,2018-07-04 08:15:00,59150,,,True,False,4,1,,london,2018,647
466,1180,bearish,bullish,1257.456000,1255.700000,2018-07-05 08:00:00,2018-07-05 15:15:00,59254,1258.134000,1.147036,3.549584,2018-07-05 15:30:00,59255,2018-07-05 16:00:00,59257,False,True,29,1,3,ny_overlap,2018,648
467,1183,bullish,bearish,1261.880000,1261.321000,2018-07-09 09:45:00,2018-07-09 16:00:00,59441,1260.205000,1.017643,2.024777,2018-07-09 16:15:00,59442,,,True,False,25,1,,ny_overlap,2018,650
468,1185,bearish,bullish,1251.026000,1250.185000,2018-07-11 12:00:00,2018-07-11 13:00:00,59613,1252.095000,0.960536,2.745343,,,,,True,False,4,,,ny_overlap,2018,652
469,1192,bearish,bullish,1221.545500,1220.932000,2018-07-24 05:00:00,2018-07-24 07:15:00,60418,1222.950000,1.173571,2.840901,2018-07-24 07:30:00,60419,,,True,False,9,1,,london,2018,661
470,1197,bullish,bearish,1224.121500,1222.810000,2018-07-27 07:30:00,2018-07-27 08:30:00,60699,1219.917000,0.822929,3.149727,2018-07-27 08:45:00,60700,2018-07-27 12:45:00,60716,False,True,4,1,17,london,2018,664
471,1198,bearish,bullish,1225.402000,1223.924500,2018-07-27 08:30:00,2018-07-27 16:00:00,60729,1226.657000,1.130393,4.928817,2018-07-27 16:15:00,60730,2018-07-27 17:15:00,60734,False,True,30,1,5,ny_overlap,2018,664
472,1199,bullish,bearish,1225.020500,1223.853500,2018-07-27 16:00:00,2018-07-27 19:15:00,60742,1222.724500,1.631714,2.183899,2018-07-27 19:30:00,60743,,,True,False,13,1,,off_session,2018,664
473,1200,bearish,bullish,1221.378500,1220.840000,2018-07-30 06:45:00,2018-07-30 08:00:00,60789,1222.205000,0.722714,3.133327,2018-07-30 08:15:00,60790,2018-07-30 09:00:00,60793,False,True,5,1,4,london,2018,665
474,1201,bullish,bearish,1223.760500,1222.849500,2018-07-30 14:45:00,2018-07-30 19:15:00,60834,1221.905000,1.039393,2.190702,2018-07-30 19:30:00,60835,,,True,False,18,1,,off_session,2018,665
475,1202,bearish,bullish,1222.418500,1221.094000,2018-07-31 07:45:00,2018-07-31 15:30:00,60911,1223.244500,1.089786,3.265780,2018-07-31 15:45:00,60912,,,True,False,31,1,,ny_overlap,2018,666
476,1203,bullish,bearish,1220.822000,1220.034500,2018-07-31 12:45:00,2018-07-31 13:00:00,60901,1219.179500,1.028571,4.174722,2018-07-31 13:15:00,60902,2018-07-31 13:30:00,60903,False,True,1,1,2,ny_overlap,2018,666
477,1204,bearish,bullish,1220.712000,1220.080000,2018-07-31 13:15:00,2018-07-31 13:45:00,60904,1221.478500,1.329571,3.935103,2018-07-31 14:15:00,60906,2018-07-31 15:00:00,60909,False,True,2,2,5,ny_overlap,2018,666
478,1206,bearish,bullish,1221.830000,1220.639000,2018-08-01 06:00:00,2018-08-01 08:30:00,60975,1223.480000,0.723893,2.170901,2018-08-01 08:45:00,60976,2018-08-01 12:30:00,60991,False,True,10,1,16,london,2018,667
479,1210,bearish,bullish,1208.105000,1207.690000,2018-08-03 06:15:00,2018-08-03 11:00:00,61169,1208.925000,0.652357,2.927844,2018-08-03 11:15:00,61170,,,True,False,19,1,,london,2018,669
480,1214,bullish,bearish,1213.770500,1213.192000,2018-08-08 05:30:00,2018-08-08 06:30:00,61427,1212.770000,0.686500,2.407138,2018-08-08 08:45:00,61436,2018-08-08 17:15:00,61470,False,True,4,9,43,asian,2018,672
481,1216,bullish,bearish,1214.610000,1213.829500,2018-08-09 06:15:00,2018-08-09 07:30:00,61523,1212.140000,0.778929,3.585053,2018-08-09 07:45:00,61524,2018-08-09 09:30:00,61531,False,True,5,1,8,london,2018,673
482,1218,bullish,bearish,1215.156000,1214.490500,2018-08-09 12:30:00,2018-08-09 15:00:00,61553,1213.885000,0.984179,2.226730,2018-08-09 15:15:00,61554,2018-08-09 15:45:00,61556,False,True,10,1,3,ny_overlap,2018,673
483,1221,bullish,bearish,1195.035000,1194.578500,2018-08-14 12:15:00,2018-08-14 16:45:00,61836,1194.198000,0.724107,2.481677,2018-08-14 17:15:00,61838,2018-08-14 19:00:00,61845,False,True,18,2,9,ny_overlap,2018,676
484,1231,bearish,bullish,1195.555000,1195.035000,2018-08-22 06:15:00,2018-08-22 09:00:00,62357,1196.590000,0.597571,2.367918,2018-08-22 09:15:00,62358,2018-08-22 14:30:00,62379,False,True,11,1,22,london,2018,682
485,1236,bearish,bullish,1205.579000,1203.664500,2018-08-27 10:45:00,2018-08-27 12:00:00,62645,1206.125000,0.990393,2.391980,2018-08-27 12:30:00,62647,2018-08-27 13:00:00,62649,False,True,5,2,4,ny_overlap,2018,685
486,1242,bullish,bearish,1202.760500,1202.279000,2018-08-30 10:45:00,2018-08-30 13:45:00,62928,1199.310000,1.252107,2.532531,2018-08-30 14:00:00,62929,,,True,False,12,1,,ny_overlap,2018,688
487,1252,bearish,bullish,1194.749500,1194.244500,2018-09-11 12:15:00,2018-09-11 16:00:00,63657,1195.709500,0.912357,2.779613,2018-09-11 16:15:00,63658,,,True,False,15,1,,ny_overlap,2018,696
488,1255,bearish,bullish,1205.570000,1205.001000,2018-09-13 07:30:00,2018-09-13 08:45:00,63812,1206.575000,0.757929,2.816888,2018-09-13 09:00:00,63813,2018-09-13 10:15:00,63818,False,True,5,1,6,london,2018,698
489,1256,bullish,bearish,1206.725000,1205.415000,2018-09-13 12:45:00,2018-09-13 14:45:00,63836,1204.155500,1.303893,3.616862,2018-09-13 15:00:00,63837,,,True,False,8,1,,ny_overlap,2018,698
490,1259,bullish,bearish,1205.391500,1204.713000,2018-09-14 06:45:00,2018-09-14 12:45:00,63920,1203.243500,0.680821,2.720243,2018-09-14 13:00:00,63921,,,True,False,24,1,,ny_overlap,2018,699
491,1260,bullish,bearish,1198.489500,1197.954000,2018-09-18 06:00:00,2018-09-18 07:15:00,64082,1196.485500,0.869571,2.558732,2018-09-18 07:45:00,64084,2018-09-18 08:00:00,64085,False,True,5,2,3,london,2018,701
492,1261,bearish,bullish,1200.345000,1199.530000,2018-09-18 07:15:00,2018-09-18 11:45:00,64100,1202.170000,1.042607,4.215394,2018-09-18 12:00:00,64101,2018-09-18 12:30:00,64103,False,True,18,1,3,london,2018,701
493,1263,bearish,bullish,1205.214500,1204.495000,2018-09-20 07:00:00,2018-09-20 12:00:00,64285,1205.696000,0.773179,3.937641,2018-09-20 12:30:00,64287,2018-09-20 14:00:00,64293,False,True,20,2,8,ny_overlap,2018,703
494,1270,bearish,bullish,1189.290000,1188.590000,2018-10-01 06:45:00,2018-10-01 12:45:00,64932,1191.522000,0.734607,3.285430,2018-10-01 13:00:00,64933,2018-10-01 13:15:00,64934,False,True,24,1,2,ny_overlap,2018,710
495,1272,bearish,bullish,1193.040000,1192.188000,2018-10-02 10:30:00,2018-10-02 12:45:00,65024,1196.730500,1.202429,2.008851,2018-10-02 13:00:00,65025,,,True,False,9,1,,ny_overlap,2018,711
496,1280,bearish,bullish,1190.919500,1189.624500,2018-10-10 07:45:00,2018-10-10 18:15:00,65598,1191.642000,0.848321,3.407317,2018-10-10 18:30:00,65599,,,True,False,42,1,,off_session,2018,717
497,1281,bearish,bullish,1189.455000,1188.379500,2018-10-10 12:00:00,2018-10-10 17:00:00,65593,1190.126500,1.036464,3.585266,2018-10-10 17:15:00,65594,2018-10-10 17:30:00,65595,False,True,20,1,2,off_session,2018,717
498,1283,bearish,bullish,1221.010000,1219.838500,2018-10-12 06:45:00,2018-10-12 11:30:00,65755,1221.720000,1.085500,4.242285,2018-10-12 12:15:00,65758,2018-10-12 12:45:00,65760,False,True,19,3,5,london,2018,719
499,1284,bullish,bearish,1222.322000,1220.471500,2018-10-12 12:30:00,2018-10-12 13:00:00,65761,1219.018500,1.274250,2.490877,2018-10-12 13:15:00,65762,2018-10-12 13:30:00,65763,False,True,2,1,2,ny_overlap,2018,719
500,1285,bullish,bearish,1227.396500,1226.185000,2018-10-16 07:30:00,2018-10-16 18:45:00,65968,1225.639000,1.056143,2.963614,2018-10-16 19:00:00,65969,2018-10-16 19:15:00,65970,False,True,45,1,2,off_session,2018,721
501,1286,bullish,bearish,1229.092000,1228.101500,2018-10-16 11:30:00,2018-10-16 17:45:00,65964,1226.558500,1.168036,2.018346,2018-10-16 18:00:00,65965,,,True,False,25,1,,off_session,2018,721
502,1288,bullish,bearish,1227.625000,1225.846500,2018-10-17 13:15:00,2018-10-17 13:30:00,66039,1225.183500,1.240714,2.031491,2018-10-17 17:15:00,66054,,,True,False,1,15,,ny_overlap,2018,722
503,1289,bearish,bullish,1223.058000,1222.503500,2018-10-18 06:15:00,2018-10-18 09:15:00,66114,1223.613500,0.795429,3.562859,2018-10-18 09:30:00,66115,2018-10-18 09:45:00,66116,False,True,12,1,2,london,2018,723
504,1291,bullish,bearish,1228.009000,1227.351000,2018-10-19 06:00:00,2018-10-19 07:15:00,66198,1223.724000,0.642464,2.945689,2018-10-19 07:30:00,66199,2018-10-19 09:15:00,66206,False,True,5,1,8,london,2018,724
505,1292,bearish,bullish,1228.910000,1227.801000,2018-10-19 07:15:00,2018-10-19 12:30:00,66219,1229.940000,1.065786,5.269352,,,,,True,False,21,,,ny_overlap,2018,724
506,1296,bearish,bullish,1231.121500,1230.118500,2018-10-24 11:45:00,2018-10-24 14:15:00,66502,1231.700500,1.007643,2.413057,2018-10-24 19:45:00,66524,,,True,False,10,22,,ny_overlap,2018,727
507,1298,bullish,bearish,1237.455000,1236.329500,2018-10-25 06:15:00,2018-10-25 07:00:00,66565,1235.463500,0.812393,3.609091,2018-10-25 07:15:00,66566,,,True,False,3,1,,london,2018,728
508,1305,bearish,bullish,1217.671500,1216.876500,2018-10-31 08:15:00,2018-10-31 11:30:00,66951,1218.776500,1.111321,2.583861,2018-10-31 11:45:00,66952,2018-10-31 12:15:00,66954,False,True,13,1,3,london,2018,732
509,1308,bullish,bearish,1233.663500,1232.248500,2018-11-02 06:00:00,2018-11-02 13:00:00,67141,1231.020000,0.954000,2.396751,2018-11-02 16:15:00,67154,2018-11-02 16:45:00,67156,False,True,28,13,15,ny_overlap,2018,734
510,1309,bearish,bullish,1234.380000,1232.795000,2018-11-02 06:45:00,2018-11-02 08:15:00,67122,1235.085000,1.102214,3.074266,2018-11-02 08:30:00,67123,2018-11-02 08:45:00,67124,False,True,6,1,2,london,2018,734
511,1311,bearish,bullish,1232.186500,1231.413500,2018-11-05 13:00:00,2018-11-05 15:15:00,67238,1232.938500,0.909179,4.490867,,,,,True,False,9,,,ny_overlap,2018,735
512,1313,bullish,bearish,1228.828500,1228.023500,2018-11-07 07:30:00,2018-11-07 14:45:00,67420,1227.155000,1.170857,2.708699,2018-11-07 16:45:00,67428,2018-11-07 17:15:00,67430,False,True,29,8,10,ny_overlap,2018,737
513,1318,bullish,bearish,1224.611500,1224.031500,2018-11-08 19:15:00,2018-11-08 20:00:00,67533,1221.683500,1.169500,2.573749,2018-11-08 20:15:00,67534,2018-11-08 21:15:00,67538,False,True,3,1,5,off_session,2018,738
514,1325,bullish,bearish,1224.321500,1223.440000,2018-11-20 12:15:00,2018-11-20 15:15:00,68250,1222.245000,1.338286,2.074669,2018-11-20 15:30:00,68251,2018-11-20 16:00:00,68253,False,True,12,1,3,ny_overlap,2018,746
515,1329,bullish,bearish,1227.540000,1227.063500,2018-11-22 06:30:00,2018-11-22 07:15:00,68402,1226.670000,0.461679,2.848302,,,,,True,False,3,,,london,2018,748
516,1330,bullish,bearish,1223.871500,1223.553500,2018-11-26 05:15:00,2018-11-26 16:00:00,68592,1223.038500,0.743143,2.560746,2018-11-26 16:45:00,68595,,,True,False,43,3,,ny_overlap,2018,750
517,1333,bullish,bearish,1213.526500,1212.990000,2018-11-28 12:00:00,2018-11-28 14:15:00,68769,1211.950000,0.753214,2.955998,,,,,True,False,9,,,ny_overlap,2018,752
518,1334,bearish,bullish,1214.603500,1213.688500,2018-11-28 14:15:00,2018-11-28 17:15:00,68781,1224.276500,1.179107,2.851310,2018-11-28 17:30:00,68782,,,True,False,12,1,,off_session,2018,752
519,1336,bullish,bearish,1226.103500,1225.148500,2018-11-29 12:30:00,2018-11-29 18:15:00,68877,1223.660000,0.938536,2.688230,2018-11-29 18:45:00,68879,2018-11-29 19:15:00,68881,False,True,23,2,4,off_session,2018,753
520,1339,bullish,bearish,1239.821500,1238.896500,2018-12-04 13:30:00,2018-12-04 13:45:00,69135,1238.023500,1.030786,2.444737,2018-12-04 16:15:00,69145,2018-12-04 16:30:00,69146,False,True,1,10,11,ny_overlap,2018,756
521,1346,bearish,bullish,1238.716500,1237.830000,2018-12-14 13:45:00,2018-12-14 16:30:00,69882,1239.335000,0.895321,4.917787,2018-12-14 16:45:00,69883,2018-12-14 18:30:00,69890,False,True,11,1,8,ny_overlap,2018,764
522,1350,bullish,bearish,1250.533500,1249.885000,2018-12-19 08:45:00,2018-12-19 10:00:00,70132,1248.196500,0.659464,2.380720,2018-12-19 10:15:00,70133,2018-12-19 14:30:00,70150,False,True,5,1,18,london,2018,767
523,1351,bearish,bullish,1250.083500,1249.630000,2018-12-19 10:00:00,2018-12-19 14:30:00,70150,1250.755000,0.869357,2.599622,2018-12-19 14:45:00,70151,2018-12-19 19:15:00,70169,False,True,18,1,19,ny_overlap,2018,767
524,1352,bullish,bearish,1248.505000,1247.668500,2018-12-19 14:45:00,2018-12-19 19:15:00,70169,1244.928500,1.060929,6.629098,2018-12-19 19:30:00,70170,,,True,False,18,1,,off_session,2018,767
525,1358,bullish,bearish,1263.536500,1262.656500,2018-12-24 08:15:00,2018-12-24 10:15:00,70409,1262.081500,0.855464,2.185947,2018-12-24 10:30:00,70410,2018-12-24 12:30:00,70418,False,True,8,1,9,london,2018,770
526,1360,bearish,bullish,1274.441500,1273.176500,2018-12-26 12:30:00,2018-12-26 13:15:00,70500,1275.361500,0.889607,3.739291,2018-12-26 13:30:00,70501,2018-12-26 13:45:00,70502,False,True,3,1,2,ny_overlap,2018,771
527,1361,bullish,bearish,1272.101500,1271.115000,2018-12-26 13:15:00,2018-12-26 18:00:00,70519,1269.898500,1.166750,4.765374,2018-12-26 18:15:00,70520,2018-12-26 18:30:00,70521,False,True,19,1,2,off_session,2018,771
528,1363,bullish,bearish,1277.688500,1277.370000,2018-12-28 06:00:00,2018-12-28 09:15:00,70668,1276.396500,0.543964,2.801655,2018-12-28 09:30:00,70669,2018-12-28 10:30:00,70673,False,True,13,1,5,london,2018,773
529,1369,bullish,bearish,1289.240000,1287.796500,2019-01-03 06:00:00,2019-01-03 11:30:00,70953,1287.226500,0.745714,3.330364,,,,,True,False,22,,,london,2019,776
530,1372,bullish,bearish,1289.360000,1288.858500,2019-01-07 05:45:00,2019-01-07 15:45:00,71154,1288.040000,0.727357,3.196504,2019-01-07 16:30:00,71157,2019-01-07 18:30:00,71165,False,True,40,3,11,ny_overlap,2019,778
531,1373,bullish,bearish,1291.915000,1291.378500,2019-01-07 13:15:00,2019-01-07 14:15:00,71148,1290.886500,0.889964,2.569204,2019-01-07 15:30:00,71153,,,True,False,4,5,,ny_overlap,2019,778
532,1374,bearish,bullish,1284.158500,1283.348500,2019-01-08 13:15:00,2019-01-08 15:00:00,71243,1285.030000,0.924571,3.675757,2019-01-08 16:00:00,71247,2019-01-08 16:15:00,71248,False,True,7,4,5,ny_overlap,2019,779
533,1376,bearish,bullish,1283.405000,1282.665000,2019-01-09 09:45:00,2019-01-09 13:30:00,71329,1284.380000,0.928321,2.910091,2019-01-09 13:45:00,71330,,,True,False,15,1,,ny_overlap,2019,780
534,1380,bullish,bearish,1291.268500,1290.491500,2019-01-14 08:00:00,2019-01-14 13:45:00,71606,1289.603500,0.852786,3.594103,2019-01-14 14:00:00,71607,2019-01-14 14:15:00,71608,False,True,23,1,2,ny_overlap,2019,783
535,1383,bearish,bullish,1289.695000,1288.283500,2019-01-16 12:30:00,2019-01-16 13:30:00,71789,1290.826500,0.783429,2.235686,2019-01-16 13:45:00,71790,,,True,False,4,1,,ny_overlap,2019,785
536,1390,bullish,bearish,1285.160000,1284.486500,2019-01-23 08:30:00,2019-01-23 13:30:00,72233,1282.248500,0.715714,2.364072,2019-01-23 13:45:00,72234,2019-01-23 16:30:00,72245,False,True,20,1,12,ny_overlap,2019,790
537,1392,bearish,bullish,1280.128500,1278.833500,2019-01-24 13:30:00,2019-01-24 14:00:00,72327,1280.570000,0.825929,2.964542,2019-01-24 14:30:00,72329,2019-01-24 17:45:00,72342,False,True,2,2,15,ny_overlap,2019,791
538,1396,bearish,bullish,1301.738500,1301.226500,2019-01-28 11:45:00,2019-01-28 15:00:00,72515,1302.176500,0.746000,2.017426,2019-01-28 15:15:00,72516,,,True,False,13,1,,ny_overlap,2019,793
539,1399,bearish,bullish,1309.418500,1308.143500,2019-01-29 14:45:00,2019-01-29 15:30:00,72609,1311.716500,1.465250,2.170278,2019-01-29 15:45:00,72610,2019-01-29 17:00:00,72615,False,True,3,1,6,ny_overlap,2019,794
540,1401,bearish,bullish,1311.860000,1311.043500,2019-01-30 19:00:00,2019-01-30 19:15:00,72716,1317.030000,0.879607,3.145154,2019-01-30 19:30:00,72717,,,True,False,1,1,,off_session,2019,795
541,1403,bearish,bullish,1318.780000,1318.383500,2019-02-01 05:45:00,2019-02-01 09:30:00,72861,1319.323500,0.539607,2.180290,2019-02-01 09:45:00,72862,2019-02-01 13:45:00,72878,False,True,15,1,17,london,2019,797
542,1407,bearish,bullish,1312.946500,1312.480000,2019-02-06 12:15:00,2019-02-06 12:45:00,73150,1313.335000,0.649000,2.013097,2019-02-06 13:00:00,73151,2019-02-06 14:45:00,73158,False,True,2,1,8,ny_overlap,2019,800
543,1409,bearish,bullish,1309.720000,1309.235000,2019-02-08 07:15:00,2019-02-08 10:15:00,73324,1310.336500,0.435964,4.197592,2019-02-08 10:30:00,73325,,,True,False,12,1,,london,2019,802
544,1411,bullish,bearish,1313.345000,1312.751500,2019-02-12 12:45:00,2019-02-12 14:00:00,73523,1311.925000,0.731750,2.045781,2019-02-12 14:15:00,73524,,,True,False,5,1,,ny_overlap,2019,804
545,1412,bearish,bullish,1313.405000,1312.508500,2019-02-13 10:45:00,2019-02-13 14:45:00,73618,1313.898500,0.665500,3.180316,2019-02-13 15:30:00,73621,2019-02-13 16:15:00,73624,False,True,16,3,6,ny_overlap,2019,805
546,1413,bullish,bearish,1313.886500,1312.496500,2019-02-13 15:15:00,2019-02-13 17:30:00,73629,1311.285000,1.706357,3.358031,2019-02-13 17:45:00,73630,,,True,False,9,1,,off_session,2019,805
547,1415,bullish,bearish,1308.591500,1308.030000,2019-02-14 07:45:00,2019-02-14 08:45:00,73686,1306.673500,0.592857,2.257711,2019-02-14 09:00:00,73687,2019-02-14 13:45:00,73706,False,True,4,1,20,london,2019,806
548,1416,bearish,bullish,1309.446500,1308.868500,2019-02-14 08:30:00,2019-02-14 13:45:00,73706,1312.571500,0.748821,2.451185,2019-02-14 14:00:00,73707,2019-02-14 15:15:00,73712,False,True,21,1,6,ny_overlap,2019,806
549,1417,bearish,bullish,1306.746500,1305.790000,2019-02-14 12:45:00,2019-02-14 13:45:00,73706,1312.571500,0.749071,2.920950,2019-02-14 14:00:00,73707,,,True,False,4,1,,ny_overlap,2019,806
550,1420,bullish,bearish,1317.693500,1316.040000,2019-02-15 14:30:00,2019-02-15 16:00:00,73807,1314.588500,1.420607,2.826256,2019-02-15 16:15:00,73808,2019-02-15 16:30:00,73809,False,True,6,1,2,ny_overlap,2019,807
551,1423,bearish,bullish,1325.513500,1324.991500,2019-02-19 04:30:00,2019-02-19 08:00:00,73943,1325.971500,0.585500,3.077711,2019-02-19 08:15:00,73944,,,True,False,14,1,,london,2019,809
552,1424,bullish,bearish,1344.520000,1342.848500,2019-02-20 16:15:00,2019-02-20 19:15:00,74080,1339.265000,1.348321,2.052923,2019-02-20 19:30:00,74081,,,True,False,12,1,,off_session,2019,810
553,1428,bullish,bearish,1326.128500,1325.320000,2019-02-22 08:30:00,2019-02-22 09:30:00,74225,1324.053500,0.777143,2.230607,2019-02-22 09:45:00,74226,2019-02-22 13:30:00,74241,False,True,4,1,16,london,2019,812
554,1429,bearish,bullish,1326.778500,1325.933500,2019-02-22 09:30:00,2019-02-22 14:00:00,74243,1328.890000,0.939857,3.101535,2019-02-22 14:15:00,74244,,,True,False,18,1,,ny_overlap,2019,812
555,1431,bullish,bearish,1330.953500,1330.018500,2019-02-25 06:30:00,2019-02-25 07:15:00,74308,1329.605000,0.578286,3.335721,2019-02-25 07:30:00,74309,2019-02-25 08:00:00,74311,False,True,3,1,3,london,2019,813
556,1432,bearish,bullish,1330.538500,1329.703500,2019-02-25 13:30:00,2019-02-25 14:30:00,74337,1331.421500,1.140143,4.639769,2019-02-25 14:45:00,74338,2019-02-25 15:45:00,74342,False,True,4,1,5,ny_overlap,2019,813
557,1434,bearish,bullish,1326.161500,1325.070000,2019-02-26 13:00:00,2019-02-26 14:00:00,74427,1326.945000,0.973750,2.642362,2019-02-26 16:15:00,74436,2019-02-26 17:00:00,74439,False,True,4,9,12,ny_overlap,2019,814
558,1443,bullish,bearish,1306.010000,1304.893500,2019-03-01 15:15:00,2019-03-01 16:15:00,74711,1303.420000,1.767857,4.172566,2019-03-01 16:30:00,74712,,,True,False,4,1,,ny_overlap,2019,817
559,1444,bearish,bullish,1287.840000,1287.365000,2019-03-04 12:00:00,2019-03-04 12:30:00,74788,1288.730000,1.220286,2.189241,2019-03-04 17:15:00,74807,2019-03-04 17:45:00,74809,False,True,2,19,21,ny_overlap,2019,818
560,1445,bearish,bullish,1288.348500,1286.438500,2019-03-04 14:45:00,2019-03-04 17:00:00,74806,1289.571500,2.014036,2.000213,2019-03-04 17:30:00,74808,2019-03-04 17:45:00,74809,False,True,9,2,3,off_session,2019,818
561,1447,bearish,bullish,1286.438500,1285.168500,2019-03-05 15:15:00,2019-03-05 20:30:00,74912,1288.051500,1.532393,3.013914,2019-03-05 20:45:00,74913,,,True,False,21,1,,off_session,2019,819
562,1450,bullish,bearish,1286.691500,1285.866500,2019-03-07 13:00:00,2019-03-07 13:45:00,75069,1283.986500,0.961321,3.393246,2019-03-07 14:00:00,75070,2019-03-07 15:00:00,75074,False,True,3,1,5,ny_overlap,2019,821
563,1452,bullish,bearish,1297.860000,1297.358500,2019-03-11 06:00:00,2019-03-11 07:15:00,75231,1296.828500,0.517857,2.722759,2019-03-11 07:30:00,75232,2019-03-11 08:45:00,75237,False,True,5,1,6,london,2019,823
564,1462,bullish,bearish,1302.860000,1302.195000,2019-03-15 12:00:00,2019-03-15 20:15:00,75651,1301.628500,0.900571,2.587246,2019-03-15 20:30:00,75652,2019-03-15 20:45:00,75653,False,True,33,1,2,off_session,2019,827
565,1465,bearish,bullish,1304.848500,1304.218500,2019-03-20 07:45:00,2019-03-20 12:15:00,75895,1305.593500,0.637750,3.739710,2019-03-20 12:30:00,75896,2019-03-20 14:45:00,75905,False,True,18,1,10,ny_overlap,2019,830
566,1466,bullish,bearish,1304.700000,1303.921500,2019-03-20 12:30:00,2019-03-20 15:30:00,75908,1303.288500,0.953500,3.487153,2019-03-20 15:45:00,75909,2019-03-20 18:15:00,75919,False,True,12,1,11,ny_overlap,2019,830
567,1467,bearish,bullish,1303.703500,1302.263500,2019-03-20 16:00:00,2019-03-20 18:15:00,75919,1314.120000,1.597857,3.107287,2019-03-20 18:30:00,75920,,,True,False,9,1,,off_session,2019,830
568,1477,bearish,bullish,1293.713500,1293.315000,2019-04-01 06:30:00,2019-04-01 12:45:00,76633,1294.816500,0.813964,4.729937,2019-04-01 13:00:00,76634,2019-04-01 14:15:00,76639,False,True,25,1,6,ny_overlap,2019,838
569,1478,bullish,bearish,1291.200000,1290.078500,2019-04-01 12:45:00,2019-04-01 17:45:00,76653,1288.710000,1.255571,4.309990,2019-04-01 18:00:00,76654,,,True,False,20,1,,off_session,2019,838
570,1482,bullish,bearish,1292.683500,1292.413500,2019-04-03 05:30:00,2019-04-03 07:15:00,76795,1290.941500,0.473357,2.414667,2019-04-03 07:30:00,76796,2019-04-03 09:00:00,76802,False,True,7,1,7,london,2019,840
571,1483,bullish,bearish,1293.218500,1292.665000,2019-04-03 11:15:00,2019-04-03 12:15:00,76815,1292.130000,0.745750,2.321824,2019-04-03 13:15:00,76819,,,True,False,4,4,,ny_overlap,2019,840
572,1485,bearish,bullish,1291.985000,1291.086500,2019-04-04 11:30:00,2019-04-04 18:15:00,76931,1292.651500,0.840357,3.056439,2019-04-04 18:30:00,76932,,,True,False,27,1,,off_session,2019,841
573,1487,bearish,bullish,1290.825000,1289.873500,2019-04-05 12:00:00,2019-04-05 13:15:00,77003,1292.446500,0.895107,4.143638,2019-04-05 14:45:00,77009,,,True,False,5,6,,ny_overlap,2019,842
574,1488,bullish,bearish,1288.573500,1287.116000,2019-04-05 12:30:00,2019-04-05 12:45:00,77001,1285.198500,1.229321,4.473200,,,,,True,False,1,,,ny_overlap,2019,842
575,1491,bearish,bullish,1304.223500,1303.470000,2019-04-10 12:45:00,2019-04-10 13:30:00,77280,1304.801500,1.025857,3.133965,2019-04-10 13:45:00,77281,,,True,False,3,1,,ny_overlap,2019,845
